title,year,certificate,runtime_min,genre,rating,votes,director_star
A Bug's Life,1998,TV-MA,409,"Animation, Adventure, Comedy            ",7.7,35486,John Lasseter
Devs,2020,TV-MA,30,"Drama, Mystery, Sci-Fi            ",8.1,9972,Sonoya Mizuno
Reservation Dogs,2021– ,PG-13,169,"Comedy, Crime            ",7.1,627978,Devery Jacobs
Pirates of the Caribbean: At World's End,2007,TV-PG,30,"Action, Adventure, Fantasy            ",6.1,8045,Gore Verbinski
Blossom,1990–1995,PG,103,"Comedy, Drama, Family            ",6.8,161980,Mayim Bialik
Frozen II,2019,TV-PG,60,"Animation, Adventure, Comedy            ",7.8,14283,Chris Buck
The Amazing Race,2001– ,TV-MA,49,"Adventure, Family, Game-Show            ",8.4,6630,Phil Keoghan
Wu-Tang: An American Saga,2019– ,PG-13,100,"Biography, Drama            ",5.7,112589,Ashton Sanders
Coyote Ugly,2000,TV-PG,22,"Comedy, Drama, Music            ",7.2,42987,David McNally
Home Improvement,1991–1999,TV-G,112,"Comedy, Family            ",6.3,19263,Tim Allen
Descendants,2015 TV Movie,TV-14,21,"Comedy, Family, Fantasy            ",6.6,3099,Kenny Ortega
The Great North,2021– ,PG-13,132,"Animation, Comedy            ",6.6,267352,Nick Offerman
John Carter,2012,PG-13,118,"Action, Adventure, Sci-Fi            ",7.0,371306,Andrew Stanton
Ant-Man and the Wasp,2018,PG,107,"Action, Adventure, Comedy            ",7.1,193517,Peyton Reed
Enchanted,2007,PG-13,104,"Animation, Adventure, Comedy            ",6.7,505204,Kevin Lima
X-Men: The Last Stand,2006,TV-PG,42,"Action, Adventure, Sci-Fi            ",7.9,80318,Brett Ratner
Agent Carter,2015–2016,PG,105,"Action, Adventure, Sci-Fi            ",5.7,51453,Hayley Atwell
You Again,2010,G,103,"Comedy, Romance            ",8.3,806372,Andy Fickman
Toy Story 3,2010,PG-13,120,"Animation, Adventure, Comedy            ",6.5,479829,Lee Unkrich
Mr. & Mrs. Smith,2005,No data,0,"Action, Comedy, Crime            ",0.0,0,Doug Liman
The Strain,2014–2017,TV-MA,43,"Drama, Fantasy, Horror            ",7.4,79510,Corey Stoll
The Day After Tomorrow,2004,PG-13,124,"Action, Adventure, Sci-Fi            ",6.4,438024,Roland Emmerich
The Little Mermaid,1989,G,83,"Animation, Adventure, Comedy            ",7.6,253573,Ron Clements
The Last Man on Earth,2015–2018,TV-14,22,"Action, Comedy, Drama            ",7.4,57261,Will Forte
Mulan,1998,G,88,"Animation, Adventure, Comedy            ",7.6,277025,Tony Bancroft
Beauty and the Beast,1991,G,84,"Animation, Family, Fantasy            ",8.1,436937,Gary Trousdale
Anastasia,1997,G,94,"Animation, Adventure, Drama            ",7.1,120303,Don Bluth
X2: X-Men United,2003,PG-13,134,"Action, Sci-Fi, Thriller            ",7.4,537121,Bryan Singer
The Fosters,2013–2018,TV-14,60,"Drama, Romance            ",8.1,27265,Teri Polo
Tinker Tailor Soldier Spy,2011,R,127,"Drama, Mystery, Thriller            ",7.0,198302,Tomas Alfredson
Into the Woods,2014,PG,125,"Adventure, Comedy, Drama            ",5.9,138935,Rob Marshall
Brothers & Sisters,2006–2011,TV-PG,60,Drama            ,7.5,23377,Dave Annable
National Treasure,2004,PG,131,"Action, Adventure, Mystery            ",6.9,322756,Jon Turteltaub
Better Nate Than Ever,2022,PG,127,"Comedy, Drama, Family            ",6.7,167394,Tim Federle
Miss Peregrine's Home for Peculiar Children,2016,PG-13,15,"Adventure, Drama, Family            ",8.1,42448,Tim Burton
Phineas and Ferb,2007–2015,TV-G,93,"Animation, Short, Action            ",6.4,151446,Vincent Martella
"Honey, I Shrunk the Kids",1989,PG,105,"Adventure, Comedy, Family            ",7.9,473696,Joe Johnston
Edward Scissorhands,1990,PG-13,42,"Drama, Fantasy, Romance            ",7.3,13105,Tim Burton
Motherland: Fort Salem,2020–2022,TV-14,60,"Drama, Fantasy, Sci-Fi            ",6.9,11618,Taylor Hickson
Felicity,1998–2002,TV-14,113,"Drama, Romance            ",7.5,177000,Keri Russell
High Fidelity,2000,R,115,"Comedy, Drama, Music            ",6.3,139774,Stephen Frears
The Princess Diaries,2001,G,105,"Comedy, Family, Romance            ",6.0,190785,Garry Marshall
Night at the Museum: Battle of the Smithsonian,2009,PG,60,"Adventure, Comedy, Family            ",8.6,27554,Shawn Levy
Pose,2018–2021,TV-MA,119,Drama            ,6.6,234589,Michaela Jaé (MJ) Rodriguez
The Beach,I 2000,R,137,"Adventure, Drama, Romance            ",6.2,24405,Danny Boyle
The Empty Man,2020,R,22,"Horror, Mystery, Thriller            ",7.8,24605,David Prior
Fresh Off the Boat,2015–2020,TV-PG,125,Comedy            ,6.8,328875,Randall Park
TRON: Legacy,2010,PG,102,"Action, Adventure, Sci-Fi            ",7.4,137476,Joseph Kosinski
Onward,I 2020,PG,95,"Animation, Adventure, Comedy            ",5.8,77548,Dan Scanlon
Underwater,2020,PG-13,125,"Action, Horror, Sci-Fi            ",7.1,262518,William Eubank
Mrs. Doubtfire,1993,PG-13,85,"Comedy, Drama            ",7.3,183054,Chris Columbus
Ahsoka,,PG,100,"Action, Adventure, Drama            ",4.3,162269,Rosario Dawson
Lilo & Stitch,2002,PG-13,130,"Animation, Adventure, Comedy            ",6.4,179998,Dean DeBlois
Fantastic Four,2015,PG,93,"Action, Adventure, Sci-Fi            ",7.1,398449,Josh Trank
Tomorrowland,2015,PG,97,"Action, Adventure, Family            ",7.0,366133,Brad Bird
Brave,2012,PG,101,"Animation, Adventure, Comedy            ",7.7,407707,Mark Andrews
Maleficent,2014,PG,30,"Adventure, Family, Fantasy            ",8.3,17425,Robert Stromberg
Wreck-It Ralph,2012,TV-MA,120,"Animation, Adventure, Comedy            ",6.2,48104,Rich Moore
Dave,2020– ,PG,127,"Comedy, Music            ",7.9,612826,Dave Burd
Diary of a Wimpy Kid,2010,PG,45,"Comedy, Drama, Family            ",6.1,15232,Thor Freudenthal
Life of Pi,2012,TV-MA,117,"Adventure, Drama, Fantasy            ",7.0,85448,Ang Lee
American Horror Stories,2021– ,PG,22,"Drama, Horror, Mystery            ",6.4,5246,Sierra McCormick
Holes,2003,TV-14,107,"Adventure, Comedy, Drama            ",5.6,52992,Andrew Davis
Grown-ish,2018– ,PG,106,"Comedy, Drama            ",5.7,323834,Yara Shahidi
Sister Act 2: Back in the Habit,1993,PG-13,22,"Comedy, Family, Music            ",8.2,8169,Bill Duke
Fantastic Four,I 2005,TV-Y7-FV,99,"Action, Adventure, Fantasy            ",7.3,135642,Tim Story
The Owl House,2020– ,PG-13,126,"Animation, Action, Adventure            ",6.7,453596,Sarah-Nicole Robles
Big Trouble in Little China,1986,PG-13,101,"Action, Adventure, Comedy            ",7.8,161031,John Carpenter
The Wolverine,2013,PG-13,0,"Action, Sci-Fi            ",0.0,0,James Mangold
Isle of Dogs,2018,No data,0,"Animation, Adventure, Comedy            ",0.0,0,Wes Anderson
Who Framed Roger Rabbit,1988,PG,104,"Animation, Adventure, Comedy            ",7.7,195328,Robert Zemeckis
The Emperor's New Groove,2000,G,78,"Animation, Adventure, Comedy            ",7.4,196125,Mark Dindal
Ralph Breaks the Internet,2018,PG,112,"Animation, Adventure, Comedy            ",7.0,152105,Phil Johnston
Chip 'n' Dale: Rescue Rangers,2022,PG,60,"Animation, Adventure, Comedy            ",7.6,7543,Akiva Schaffer
Harrow,2018– ,Not Rated,124,"Crime, Drama, Mystery            ",7.3,44190,Ioan Gruffudd
The Guernsey Literary and Potato Peel Pie Society,2018,TV-14,98,"Drama, Romance, War            ",7.0,101749,Mike Newell
Cool Runnings,1993,PG,104,"Adventure, Comedy, Family            ",7.3,213974,Jon Turteltaub
Big,1988,PG,22,"Comedy, Drama, Fantasy            ",7.1,43008,Penny Marshall
Cougar Town,2009–2015,TV-14,30,"Comedy, Romance            ",8.1,25333,Courteney Cox
You're the Worst,2014–2019,TV-MA,104,"Comedy, Drama, Romance            ",7.3,347033,Chris Geere
Monsters University,2013,G,100,"Animation, Adventure, Comedy            ",6.5,96340,Dan Scanlon
Sister Act,1992,PG,30,"Comedy, Family, Music            ",8.2,13560,Emile Ardolino
"Love, Victor",2020–2022,TV-14,22,"Comedy, Drama, Romance            ",7.9,5241,Michael Cimino
Hit-Monkey,2021– ,TV-MA,117,"Animation, Action, Adventure            ",6.6,169346,Fred Tatasciore
The Heat,I 2013,R,42,"Action, Comedy, Crime            ",7.4,39006,Paul Feig
Empire,2015–2020,TV-14,60,"Drama, Music            ",6.0,13541,Terrence Howard
Secret Invasion,2022– ,TV-14,92,"Action, Adventure, Drama            ",7.9,561513,Samuel L. Jackson
Y: The Last Man,2021,G,42,"Action, Adventure, Drama            ",6.6,59963,Diane Lane
Toy Story 2,1999,TV-14,45,"Animation, Adventure, Comedy            ",7.4,60056,John Lasseter
Quantico,2015–2018,TV-14,98,"Crime, Drama, Mystery            ",6.2,117979,Priyanka Chopra Jonas
Sleepy Hollow,2013–2017,PG,88,"Action, Adventure, Crime            ",7.3,218799,Tom Mison
Night at the Museum: Secret of the Tomb,2014,G,30,"Adventure, Comedy, Family            ",7.4,9214,Shawn Levy
Tarzan,1999,TV-PG,102,"Animation, Adventure, Comedy            ",6.9,42810,Chris Buck
American Housewife,2016–2021,PG-13,95,Comedy            ,6.9,114812,Katy Mixon
Adventures in Babysitting,1987,PG,98,"Adventure, Comedy, Crime            ",5.9,99951,Chris Columbus
Atlantis: The Lost Empire,2001,PG,22,"Animation, Action, Adventure            ",8.0,14732,Gary Trousdale
Cheaper by the Dozen,2003,TV-14,96,"Comedy, Family            ",7.2,152530,Shawn Levy
Life in Pieces,2015–2019,PG,121,Comedy            ,6.9,20477,Colin Hanks
Bridge to Terabithia,2007,PG,103,"Drama, Family, Fantasy            ",6.3,19609,Gabor Csupo
Newsies,1992,R,95,"Drama, Family, History            ",7.2,113371,Kenny Ortega
Vacation Friends,2021,PG,114,"Adventure, Comedy            ",6.0,132545,Clay Tarver
Treasure Planet,2002,PG-13,120,"Animation, Adventure, Family            ",5.2,176059,Ron Clements
Shallow Hal,2001,PG-13,45,"Comedy, Drama, Fantasy            ",7.2,39386,Bobby Farrelly
Independence Day: Resurgence,2016,TV-14,92,"Action, Adventure, Sci-Fi            ",5.5,76225,Roland Emmerich
Prey,I 2022,PG,107,"Action, Drama, Horror            ",8.4,10483,Dan Trachtenberg
Scream Queens,2015–2016,PG,115,"Comedy, Horror, Mystery            ",7.3,239610,Emma Roberts
George of the Jungle,1997,R,96,"Action, Adventure, Comedy            ",6.9,119603,Sam Weisman
The Rescue,2021,PG,94,"Documentary, Action, Mystery            ",5.7,64227,Jimmy Chin
The Descendants,2011,PG,30,"Comedy, Drama            ",7.1,25177,Alexander Payne
Hocus Pocus,1993,TV-PG,22,"Comedy, Family, Fantasy            ",8.0,18630,Kenny Ortega
Ice Age 5: Collision Course,2016,TV-MA,114,"Animation, Adventure, Comedy            ",7.7,3511,Michael Thurmeier
8 Simple Rules,2002–2005,TV-PG,60,"Comedy, Drama            ",6.4,292905,Katey Sagal
Pinocchio,I 2022,R,92,"Adventure, Comedy, Drama            ",7.0,25106,Robert Zemeckis
Solar Opposites,2020– ,TV-14,106,"Animation, Comedy, Sci-Fi            ",5.2,83219,Justin Roiland
The Mysterious Benedict Society,2021– ,PG,0,"Action, Adventure, Comedy            ",5.8,116167,Tony Hale
Hocus Pocus 2,2022,PG,0,"Comedy, Family, Fantasy            ",0.0,0,Anne Fletcher
Alien 3,1992,No data,0,"Action, Horror, Sci-Fi            ",0.0,0,David Fincher
Runaways,2017–2019,No data,0,"Action, Drama, Sci-Fi            ",0.0,0,Rhenzy Feliz
Alvin and the Chipmunks,2007,No data,0,"Animation, Adventure, Comedy            ",0.0,0,Tim Hill
Percy Jackson: Sea of Monsters,2013,No data,0,"Adventure, Family, Fantasy            ",0.0,0,Thor Freudenthal
Body of Proof,2011–2013,TV-14,60,"Comedy, Crime, Drama            ",7.2,17512,Dana Delany
Raising Hope,2010–2014,TV-PG,22,"Comedy, Family            ",8.1,37033,Lucas Neff
Cars 2,2011,G,106,"Animation, Adventure, Comedy            ",6.2,179040,John Lasseter
Cars 3,2017,G,102,"Animation, Adventure, Comedy            ",6.7,91278,Brian Fee
Ms. Marvel,2022– ,TV-14,43,"Action, Adventure, Comedy            ",5.1,19935,Iman Vellani
The Secret Life of the American Teenager,2008–2013,TV-PG,60,"Comedy, Drama, Family            ",7.1,13574,Shailene Woodley
Siren,2018–2020,R,94,"Drama, Fantasy            ",7.6,368673,Alex Roe
127 Hours,2010,PG,104,"Biography, Drama            ",6.5,65015,Danny Boyle
The Mighty Ducks,1992,PG-13,128,"Comedy, Drama, Family            ",7.1,401402,Stephen Herek
Disenchanted,2022,G,78,"Animation, Adventure, Comedy            ",7.6,177222,Adam Shankman
Live Free or Die Hard,2007,PG-13,88,"Action, Thriller            ",6.3,160243,Len Wiseman
The Jungle Book,1967,PG,115,"Animation, Adventure, Comedy            ",7.1,155276,Wolfgang Reitherman
Date Night,2010,TV-Y7,23,"Comedy, Crime, Romance            ",8.2,4286,Shawn Levy
Marley & Me,2008,PG,95,"Comedy, Drama, Family            ",7.2,69590,David Frankel
Amphibia,2019– ,PG,150,"Animation, Short, Action            ",6.5,206052,Brenda Song
The Book of Life,2014,PG,117,"Animation, Adventure, Comedy            ",6.4,84082,Jorge R. Gutiérrez
The Chronicles of Narnia: Prince Caspian,2008,PG-13,107,"Action, Adventure, Family            ",6.0,89154,Andrew Adamson
The BFG,2016,TV-14,22,"Adventure, Family, Fantasy            ",7.5,20118,Steven Spielberg
Never Been Kissed,1999,TV-G,23,"Comedy, Drama, Romance            ",7.3,14286,Raja Gosnell
Baby Daddy,2012–2017,TV-G,30,"Comedy, Drama, Family            ",6.1,15111,Jean-Luc Bilodeau
Girl Meets World,2014–2017,PG-13,121,"Comedy, Drama, Family            ",7.1,74239,Rowan Blanchard
Jessie,2011–2015,TV-Y,23,"Comedy, Drama, Family            ",8.4,30409,Debby Ryan
Ever After: A Cinderella Story,1998,TV-14,43,"Comedy, Drama, Romance            ",7.4,34171,Andy Tennant
Spider-Man: The Animated Series,1994–1998,R,84,"Animation, Action, Adventure            ",7.4,397993,Christopher Daniel Barnes
The Gifted,I 2017–2019,TV-G,23,"Action, Drama, Fantasy            ",5.2,39483,Stephen Moyer
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,G,96,Comedy            ,6.9,221163,Larry Charles
Hannah Montana,2006–2011,PG-13,110,"Comedy, Family, Music            ",5.2,233749,Miley Cyrus
Rio,2011,TV-G,106,"Animation, Adventure, Comedy            ",6.5,7497,Carlos Saldanha
Ghost Rider,2007,G,81,"Action, Fantasy, Thriller            ",6.7,181780,Mark Steven Johnson
Descendants 3,2019 TV Movie,PG-13,118,"Action, Adventure, Drama            ",8.1,8013,Kenny Ortega
Pocahontas,I 1995,TV-14,60,"Animation, Adventure, Drama            ",8.4,20348,Mike Gabriel
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,PG-13,94,"Documentary, Music            ",6.8,36332,Questlove
My So-Called Life,1994–1995,PG,88,"Comedy, Drama, Romance            ",6.5,204159,Bess Armstrong
Life & Beth,2022– ,R,109,Comedy            ,6.2,241985,Amy Schumer
Can't Buy Me Love,1987,G,86,"Comedy, Drama, Romance            ",6.8,137322,Steve Rash
Ice Age 4: Continental Drift,2012,PG,92,"Animation, Adventure, Comedy            ",5.1,31381,Steve Martino
Alien: Resurrection,1997,TV-14,91,"Action, Horror, Sci-Fi            ",6.4,1627,Jean-Pierre Jeunet
Horton Hears a Who!,2008,G,43,"Animation, Adventure, Comedy            ",7.0,152705,Jimmy Hayward
The Three Stooges,2012,TV-14,128,"Comedy, Family            ",8.3,18193,Bobby Farrelly
Queens,2021– ,R,30,"Drama, Music            ",7.6,380509,Eve
The Hunchback of Notre Dame,1996,TV-PG,120,"Animation, Drama, Family            ",7.1,5827,Gary Trousdale
Genius,I 2017– ,PG-13,31,"Biography, Drama, History            ",6.9,115174,Samantha Colley
Die Hard with a Vengeance,1995,TV-PG,107,"Action, Adventure, Thriller            ",7.2,6219,John McTiernan
Single Parents,2018–2020,PG,97,Comedy            ,6.4,33986,Taran Killam
Water for Elephants,2011,PG,83,"Drama, Romance            ",7.3,264241,Francis Lawrence
High School Musical: The Musical - The Series,2019– ,Approved,0,"Comedy, Drama, Musical            ",7.6,193961,Olivia Rodrigo
Muppets Most Wanted,2014,No data,0,"Adventure, Comedy, Crime            ",0.0,0,James Bobin
Ironheart,,No data,0,"Action, Adventure, Drama            ",0.0,0,Dominique Thorne
Finding Dory,2016,No data,0,"Animation, Adventure, Comedy            ",0.0,0,Andrew Stanton
Snow White and the Seven Dwarfs,1937,No data,0,"Animation, Adventure, Family            ",0.0,0,William Cottrell
Splash,1984,PG,111,"Comedy, Fantasy, Romance            ",6.3,75555,Ron Howard
The Rocketeer,1991,PG,108,"Action, Adventure, Family            ",6.5,56708,Joe Johnston
Ferdinand,2017,PG,108,"Animation, Adventure, Comedy            ",6.7,55008,Carlos Saldanha
Da Vinci's Demons,2013–2015,TV-MA,60,"Adventure, Biography, Drama            ",8.0,75900,Tom Riley
Strange World,2022,G,78,"Animation, Action, Adventure            ",7.1,101277,Don Hall
The Aristocats,1970,TV-G,22,"Animation, Adventure, Comedy            ",7.4,2989,Wolfgang Reitherman
Raven's Home,2017– ,TV-G,30,"Comedy, Family            ",5.5,3114,Raven-Symoné
Bunk'd,2015– ,TV-PG,30,"Comedy, Drama, Family            ",6.5,35796,Miranda May
According to Jim,2001–2009,PG-13,101,"Comedy, Romance            ",6.8,392390,Jim Belushi
Bruce Almighty,2003,PG,113,"Comedy, Fantasy            ",6.8,26761,Tom Shadyac
Return to Oz,1985,TV-Y7,30,"Adventure, Family, Fantasy            ",6.4,4592,Walter Murch
K.C. Undercover,2015–2018,PG,124,"Action, Comedy, Drama            ",7.1,141612,Zendaya
Andor,2022– ,TV-14,44,"Action, Adventure, Drama            ",7.7,48738,Diego Luna
We Bought a Zoo,2011,TV-Y7,23,"Comedy, Drama, Family            ",8.5,41285,Cameron Crowe
Dollhouse,2009–2010,PG-13,102,"Drama, Mystery, Sci-Fi            ",5.1,125486,Eliza Dushku
X-Men: The Animated Series,1992–1997,PG,104,"Animation, Action, Family            ",6.9,27161,Cedric Smith
The Bob's Burgers Movie,2022,TV-PG,30,"Animation, Adventure, Comedy            ",6.7,105800,Loren Bouchard
Eragon,2006,PG-13,84,"Action, Adventure, Family            ",5.7,109641,Stefen Fangmeier
My Wife and Kids,2001–2005,G,103,"Comedy, Family            ",7.5,123835,Damon Wayans
Hot Shots!,1991,G,83,"Action, Comedy            ",8.3,9132,Jim Abrahams
101 Dalmatians,1996,TV-Y,21,"Adventure, Comedy, Crime            ",4.2,27093,Stephen Herek
Robin Hood,1973,PG,95,"Animation, Adventure, Comedy            ",7.1,14553,Wolfgang Reitherman
DuckTales,2017–2021,TV-PG,98,"Animation, Action, Adventure            ",5.2,205101,David Tennant
Artemis Fowl,2020,R,132,"Adventure, Family, Fantasy            ",6.4,168609,Kenneth Branagh
Willow,2022– ,PG-13,46,"Action, Adventure, Drama            ",8.8,4617,Warwick Davis
Star Wars: Visions,2021– ,TV-14,22,"Animation, Action, Adventure            ",7.0,32889,Michael Sinterniklaas
A Good Day to Die Hard,2013,TV-G,97,"Action, Thriller            ",6.3,134696,John Moore
